Municipality,Date,Month,Year,DayOfTheMonth,Season,Acc_code
37044,9/12/1992,12,1992,9,2,1
37044,9/12/1992,12,1992,9,2,1
37044,9/12/1992,12,1992,9,2,1
37044,9/12/1992,12,1992,9,2,2
37044,9/12/1992,12,1992,9,2,2
37047,9/12/1992,12,1992,9,2,2
37047,9/12/1992,12,1992,9,2,2
37047,9/12/1992,12,1992,9,2,7
37057,9/12/1992,12,1992,9,2,2
37057,9/12/1992,12,1992,9,2,2
37057,9/12/1992,12,1992,9,2,2
37057,9/12/1992,12,1992,9,2,2
37059,9/12/1992,12,1992,9,2,5
34011,10/12/1992,12,1992,10,2,2
34011,10/12/1992,12,1992,10,2,3
34011,10/12/1992,12,1992,10,2,3
34026,10/12/1992,12,1992,10,2,2
34026,10/12/1992,12,1992,10,2,3
34026,10/12/1992,12,1992,10,2,3
34026,10/12/1992,12,1992,10,2,3
34026,10/12/1992,12,1992,10,2,3
34026,10/12/1992,12,1992,10,2,3
34026,10/12/1992,12,1992,10,2,3
37059,10/12/1992,12,1992,10,2,2
34020,11/12/1992,12,1992,11,2,1
34024,11/12/1992,12,1992,11,2,3
34024,11/12/1992,12,1992,11,2,3
34024,11/12/1992,12,1992,11,2,5
34040,11/12/1992,12,1992,11,2,2
34040,11/12/1992,12,1992,11,2,3
99004,11/12/1992,12,1992,11,2,2
99010,15/12/1992,12,1992,15,2,2
39004,17/12/1992,12,1992,17,2,5
40012,18/12/1992,12,1992,18,2,1
36025,29/12/1992,12,1992,29,2,2
34024,1/01/1993,1,1993,1,2,2
33004,7/01/1993,1,1993,7,2,4
34020,28/01/1993,1,1993,28,2,5
40050,16/03/1993,3,1993,16,1,5
36016,4/04/1993,4,1993,4,1,1
39005,4/04/1993,4,1993,4,1,1
36017,7/04/1993,4,1993,7,1,2
34032,15/04/1993,4,1993,15,1,3
99009,16/04/1993,4,1993,16,1,2
99009,16/04/1993,4,1993,16,1,11
37022,18/04/1993,4,1993,18,1,2
34045,20/04/1993,4,1993,20,1,7
37014,24/04/1993,4,1993,24,1,2
36030,26/04/1993,4,1993,26,1,1
34002,4/05/1993,5,1993,4,1,3
36047,24/05/1993,5,1993,24,1,3
34032,2/06/1993,6,1993,2,3,4
36018,3/06/1993,6,1993,3,3,3
34039,1/07/1993,7,1993,1,3,3
34026,28/07/1993,7,1993,28,3,1
34026,28/07/1993,7,1993,28,3,2
40043,11/08/1993,8,1993,11,3,2
34006,28/08/1993,8,1993,28,3,1
36011,2/09/1993,9,1993,2,4,2
36025,10/09/1993,9,1993,10,4,1
34002,25/09/1993,9,1993,25,4,3
34024,1/10/1993,10,1993,1,4,5
37012,1/10/1993,10,1993,1,4,4
37033,1/10/1993,10,1993,1,4,2
33020,12/10/1993,10,1993,12,4,2
35031,13/10/1993,10,1993,13,4,1
37010,27/10/1993,10,1993,27,4,2
34032,7/11/1993,11,1993,7,4,1
33043,16/11/1993,11,1993,16,4,3
34003,1/01/1994,1,1994,1,2,2
34005,1/01/1994,1,1994,1,2,5
34005,1/01/1994,1,1994,1,2,7
34006,1/01/1994,1,1994,1,2,3
34020,1/01/1994,1,1994,1,2,1
34039,1/01/1994,1,1994,1,2,1
34044,1/01/1994,1,1994,1,2,2
34044,1/01/1994,1,1994,1,2,4
35014,1/01/1994,1,1994,1,2,1
37034,1/01/1994,1,1994,1,2,2
99015,1/01/1994,1,1994,1,2,7
37059,4/01/1994,1,1994,4,2,2
34006,11/01/1994,1,1994,11,2,1
34006,13/01/1994,1,1994,13,2,1
34024,18/01/1994,1,1994,18,2,2
34004,4/02/1994,2,1994,4,2,2
99009,1/03/1994,3,1994,1,1,2
34012,12/03/1994,3,1994,12,1,2
36033,14/03/1994,3,1994,14,1,2
35018,1/04/1994,4,1994,1,1,9
36043,1/04/1994,4,1994,1,1,2
37022,1/04/1994,4,1994,1,1,2
36025,7/04/1994,4,1994,7,1,2
36020,21/04/1994,4,1994,21,1,7
37010,26/04/1994,4,1994,26,1,2
37047,26/04/1994,4,1994,26,1,2
34005,1/05/1994,5,1994,1,1,5
36043,5/05/1994,5,1994,5,1,4
34012,20/05/1994,5,1994,20,1,2
34024,25/05/1994,5,1994,25,1,2
34004,30/05/1994,5,1994,30,1,2
34005,1/06/1994,6,1994,1,3,4
34019,1/06/1994,6,1994,1,3,1
34039,1/06/1994,6,1994,1,3,3
34046,1/06/1994,6,1994,1,3,6
35018,1/06/1994,6,1994,1,3,3
36024,1/06/1994,6,1994,1,3,4
36024,1/06/1994,6,1994,1,3,4
36030,1/06/1994,6,1994,1,3,1
37031,1/06/1994,6,1994,1,3,2
37044,1/06/1994,6,1994,1,3,1
37044,1/06/1994,6,1994,1,3,2
40001,1/06/1994,6,1994,1,3,2
34008,10/06/1994,6,1994,10,3,5
34038,10/06/1994,6,1994,10,3,3
34039,10/06/1994,6,1994,10,3,3
34046,10/06/1994,6,1994,10,3,5
36018,10/06/1994,6,1994,10,3,1
39005,10/06/1994,6,1994,10,3,5
39005,10/06/1994,6,1994,10,3,5
39005,10/06/1994,6,1994,10,3,5
39005,10/06/1994,6,1994,10,3,5
34005,11/06/1994,6,1994,11,3,5
34005,11/06/1994,6,1994,11,3,6
34005,11/06/1994,6,1994,11,3,7
34012,11/06/1994,6,1994,11,3,3
34012,11/06/1994,6,1994,11,3,3
34038,11/06/1994,6,1994,11,3,1
34038,11/06/1994,6,1994,11,3,1
34038,11/06/1994,6,1994,11,3,1
34038,11/06/1994,6,1994,11,3,1
34038,11/06/1994,6,1994,11,3,2
34038,11/06/1994,6,1994,11,3,2
34038,11/06/1994,6,1994,11,3,2
34038,11/06/1994,6,1994,11,3,2
34038,11/06/1994,6,1994,11,3,2
34038,11/06/1994,6,1994,11,3,2
34038,11/06/1994,6,1994,11,3,9
37031,11/06/1994,6,1994,11,3,2
34008,12/06/1994,6,1994,12,3,1
35012,12/06/1994,6,1994,12,3,4
36011,12/06/1994,6,1994,12,3,2
36011,12/06/1994,6,1994,12,3,2
36011,12/06/1994,6,1994,12,3,2
36017,12/06/1994,6,1994,12,3,2
36023,12/06/1994,6,1994,12,3,4
36024,12/06/1994,6,1994,12,3,9
36025,12/06/1994,6,1994,12,3,9
36026,12/06/1994,6,1994,12,3,2
36026,12/06/1994,6,1994,12,3,2
36026,12/06/1994,6,1994,12,3,2
36030,12/06/1994,6,1994,12,3,2
36030,12/06/1994,6,1994,12,3,2
36032,12/06/1994,6,1994,12,3,2
36033,12/06/1994,6,1994,12,3,2
36033,12/06/1994,6,1994,12,3,2
37006,12/06/1994,6,1994,12,3,2
37010,12/06/1994,6,1994,12,3,2
37010,12/06/1994,6,1994,12,3,2
37012,12/06/1994,6,1994,12,3,4
37014,12/06/1994,6,1994,12,3,4
37026,12/06/1994,6,1994,12,3,2
37032,12/06/1994,6,1994,12,3,2
37044,12/06/1994,6,1994,12,3,1
37057,12/06/1994,6,1994,12,3,2
37059,12/06/1994,6,1994,12,3,2
35001,13/06/1994,6,1994,13,3,2
35003,13/06/1994,6,1994,13,3,2
35003,13/06/1994,6,1994,13,3,2
35003,13/06/1994,6,1994,13,3,9
35011,13/06/1994,6,1994,13,3,2
35011,13/06/1994,6,1994,13,3,2
35011,13/06/1994,6,1994,13,3,2
35011,13/06/1994,6,1994,13,3,2
35013,13/06/1994,6,1994,13,3,4
35014,13/06/1994,6,1994,13,3,1
35014,13/06/1994,6,1994,13,3,1
35016,13/06/1994,6,1994,13,3,4
35018,13/06/1994,6,1994,13,3,1
35018,13/06/1994,6,1994,13,3,1
35018,13/06/1994,6,1994,13,3,1
35018,13/06/1994,6,1994,13,3,2
35038,13/06/1994,6,1994,13,3,9
36017,13/06/1994,6,1994,13,3,1
36017,13/06/1994,6,1994,13,3,2
36020,13/06/1994,6,1994,13,3,1
36032,13/06/1994,6,1994,13,3,1
36032,13/06/1994,6,1994,13,3,2
37010,13/06/1994,6,1994,13,3,2
37010,13/06/1994,6,1994,13,3,2
37020,13/06/1994,6,1994,13,3,1
37034,13/06/1994,6,1994,13,3,1
37034,13/06/1994,6,1994,13,3,1
37034,13/06/1994,6,1994,13,3,1
37036,13/06/1994,6,1994,13,3,1
37037,13/06/1994,6,1994,13,3,1
37037,13/06/1994,6,1994,13,3,2
37041,13/06/1994,6,1994,13,3,2
37041,13/06/1994,6,1994,13,3,2
37041,13/06/1994,6,1994,13,3,2
37041,13/06/1994,6,1994,13,3,5
37042,13/06/1994,6,1994,13,3,9
37043,13/06/1994,6,1994,13,3,2
37044,13/06/1994,6,1994,13,3,2
37044,13/06/1994,6,1994,13,3,2
37044,13/06/1994,6,1994,13,3,2
37051,13/06/1994,6,1994,13,3,1
37051,13/06/1994,6,1994,13,3,2
37051,13/06/1994,6,1994,13,3,2
37051,13/06/1994,6,1994,13,3,2
34024,14/06/1994,6,1994,14,3,5
36026,14/06/1994,6,1994,14,3,2
37027,14/06/1994,6,1994,14,3,2
37031,14/06/1994,6,1994,14,3,2
37034,14/06/1994,6,1994,14,3,7
37040,14/06/1994,6,1994,14,3,2
37040,14/06/1994,6,1994,14,3,2
37040,14/06/1994,6,1994,14,3,2
37040,14/06/1994,6,1994,14,3,7
37040,14/06/1994,6,1994,14,3,7
37051,14/06/1994,6,1994,14,3,2
37051,14/06/1994,6,1994,14,3,2
37051,14/06/1994,6,1994,14,3,7
37051,14/06/1994,6,1994,14,3,11
34039,21/06/1994,6,1994,21,3,5
34024,23/06/1994,6,1994,23,3,3
34024,23/06/1994,6,1994,23,3,5
34039,1/07/1994,7,1994,1,3,7
99006,1/07/1994,7,1994,1,3,2
34002,4/07/1994,7,1994,4,3,7
34006,4/07/1994,7,1994,4,3,1
36029,12/08/1994,8,1994,12,3,1
37010,30/08/1994,8,1994,30,3,2
36011,1/09/1994,9,1994,1,4,1
36026,1/09/1994,9,1994,1,4,1
36030,1/09/1994,9,1994,1,4,3
36035,1/09/1994,9,1994,1,4,2
36047,1/09/1994,9,1994,1,4,5
37031,1/09/1994,9,1994,1,4,2
37031,1/09/1994,9,1994,1,4,2
34026,2/09/1994,9,1994,2,4,2
37042,2/09/1994,9,1994,2,4,2
34012,13/09/1994,9,1994,13,4,1
34022,13/09/1994,9,1994,13,4,1
34002,20/09/1994,9,1994,20,4,1
36011,21/09/1994,9,1994,21,4,2
37010,21/09/1994,9,1994,21,4,3
37011,21/09/1994,9,1994,21,4,2
37029,21/09/1994,9,1994,21,4,2
37029,21/09/1994,9,1994,21,4,3
37033,21/09/1994,9,1994,21,4,9
37059,21/09/1994,9,1994,21,4,2
34022,1/10/1994,10,1994,1,4,2
36014,23/10/1994,10,1994,23,4,1
33011,28/10/1994,10,1994,28,4,1
33011,28/10/1994,10,1994,28,4,2
34026,28/10/1994,10,1994,28,4,2
34026,28/10/1994,10,1994,28,4,3
34039,28/10/1994,10,1994,28,4,1
34039,28/10/1994,10,1994,28,4,1
34039,28/10/1994,10,1994,28,4,1
34039,28/10/1994,10,1994,28,4,1
34039,28/10/1994,10,1994,28,4,1
34039,28/10/1994,10,1994,28,4,1
34039,28/10/1994,10,1994,28,4,2
34039,28/10/1994,10,1994,28,4,2
34039,28/10/1994,10,1994,28,4,2
34039,28/10/1994,10,1994,28,4,2
34039,28/10/1994,10,1994,28,4,2
34039,28/10/1994,10,1994,28,4,2
34039,28/10/1994,10,1994,28,4,4
34039,28/10/1994,10,1994,28,4,7
40001,28/10/1994,10,1994,28,4,1
34002,1/11/1994,11,1994,1,4,2
34002,1/11/1994,11,1994,1,4,5
34002,1/11/1994,11,1994,1,4,5
34002,1/11/1994,11,1994,1,4,6
34005,1/11/1994,11,1994,1,4,1
34005,1/11/1994,11,1994,1,4,1
34006,1/11/1994,11,1994,1,4,2
34012,1/11/1994,11,1994,1,4,5
34032,1/11/1994,11,1994,1,4,2
34038,1/11/1994,11,1994,1,4,1
34045,1/11/1994,11,1994,1,4,1
34045,1/11/1994,11,1994,1,4,1
36029,1/11/1994,11,1994,1,4,2
36046,1/11/1994,11,1994,1,4,2
36047,1/11/1994,11,1994,1,4,2
36047,1/11/1994,11,1994,1,4,2
37043,1/11/1994,11,1994,1,4,2
34004,5/11/1994,11,1994,5,4,4
34006,5/11/1994,11,1994,5,4,1
34022,7/11/1994,11,1994,7,4,1
34022,7/11/1994,11,1994,7,4,2
34022,7/11/1994,11,1994,7,4,3
34028,7/11/1994,11,1994,7,4,1
34031,10/11/1994,11,1994,10,4,1
34032,10/11/1994,11,1994,10,4,1
37033,10/11/1994,11,1994,10,4,2
37033,10/11/1994,11,1994,10,4,9
34026,13/11/1994,11,1994,13,4,2
37027,14/11/1994,11,1994,14,4,1
34012,15/11/1994,11,1994,15,4,1
34035,18/11/1994,11,1994,18,4,1
37031,19/11/1994,11,1994,19,4,2
34012,21/11/1994,11,1994,21,4,1
34012,22/11/1994,11,1994,22,4,1
34012,22/11/1994,11,1994,22,4,2
34024,22/11/1994,11,1994,22,4,2
36025,24/11/1994,11,1994,24,4,2
37033,24/11/1994,11,1994,24,4,3
34004,1/12/1994,12,1994,1,2,4
34026,1/12/1994,12,1994,1,2,1
34026,1/12/1994,12,1994,1,2,2
34026,1/12/1994,12,1994,1,2,2
40043,1/12/1994,12,1994,1,2,1
34020,5/12/1994,12,1994,5,2,2
34045,13/12/1994,12,1994,13,2,1
34032,16/12/1994,12,1994,16,2,3
34004,31/12/1994,12,1994,31,2,2
34012,1/01/1995,1,1995,1,2,1
34013,1/01/1995,1,1995,1,2,1
34028,1/01/1995,1,1995,1,2,1
34028,1/01/1995,1,1995,1,2,9
34032,1/01/1995,1,1995,1,2,1
34038,1/01/1995,1,1995,1,2,2
34046,1/01/1995,1,1995,1,2,4
36026,1/01/1995,1,1995,1,2,5
40031,1/01/1995,1,1995,1,2,2
37015,14/01/1995,1,1995,14,2,9
36017,1/02/1995,2,1995,1,2,5
36011,16/02/1995,2,1995,16,2,2
34045,22/02/1995,2,1995,22,2,1
36025,24/02/1995,2,1995,24,2,10
34004,28/02/1995,2,1995,28,2,2
37033,1/03/1995,3,1995,1,1,2
34017,6/03/1995,3,1995,6,1,1
36047,7/03/1995,3,1995,7,1,1
34038,8/03/1995,3,1995,8,1,3
34038,9/03/1995,3,1995,9,1,1
34038,15/03/1995,3,1995,15,1,1
34045,23/03/1995,3,1995,23,1,2
36029,23/03/1995,3,1995,23,1,1
36029,23/03/1995,3,1995,23,1,1
34020,28/03/1995,3,1995,28,1,2
34003,3/04/1995,4,1995,3,1,2
34045,5/04/1995,4,1995,5,1,4
34044,6/04/1995,4,1995,6,1,2
36030,6/04/1995,4,1995,6,1,2
36030,6/04/1995,4,1995,6,1,2
36030,6/04/1995,4,1995,6,1,2
37059,10/04/1995,4,1995,10,1,3
37059,18/05/1995,5,1995,18,1,2
34006,23/05/1995,5,1995,23,1,2
36047,1/06/1995,6,1995,1,3,5
34002,5/06/1995,6,1995,5,3,1
37051,8/06/1995,6,1995,8,3,3
37047,23/06/1995,6,1995,23,3,3
37047,23/06/1995,6,1995,23,3,7
37058,24/06/1995,6,1995,24,3,2
37058,24/06/1995,6,1995,24,3,2
37051,26/06/1995,6,1995,26,3,2
37058,26/06/1995,6,1995,26,3,2
34012,1/07/1995,7,1995,1,3,1
36014,6/07/1995,7,1995,6,3,2
34002,7/07/1995,7,1995,7,3,1
37059,10/07/1995,7,1995,10,3,3
34046,27/07/1995,7,1995,27,3,2
36030,1/08/1995,8,1995,1,3,2
36011,5/08/1995,8,1995,5,3,4
36032,5/08/1995,8,1995,5,3,2
34008,24/08/1995,8,1995,24,3,2
36017,24/08/1995,8,1995,24,3,2
34039,26/08/1995,8,1995,26,3,1
34044,31/08/1995,8,1995,31,3,2
34046,11/09/1995,9,1995,11,4,1
34019,15/09/1995,9,1995,15,4,5
34003,18/09/1995,9,1995,18,4,1
37010,22/09/1995,9,1995,22,4,2
35043,11/10/1995,10,1995,11,4,2
34003,16/10/1995,10,1995,16,4,2
36008,30/10/1995,10,1995,30,4,2
36030,1/11/1995,11,1995,1,4,2
34012,1/12/1995,12,1995,1,2,1
34046,1/12/1995,12,1995,1,2,7
36033,20/12/1995,12,1995,20,2,2
36030,21/12/1995,12,1995,21,2,1
36030,21/12/1995,12,1995,21,2,3
37015,21/12/1995,12,1995,21,2,3
34002,28/12/1995,12,1995,28,2,1
34026,28/12/1995,12,1995,28,2,5
37027,31/12/1995,12,1995,31,2,1
37031,31/12/1995,12,1995,31,2,11
34002,1/01/1996,1,1996,1,2,2
34002,1/01/1996,1,1996,1,2,3
34002,1/01/1996,1,1996,1,2,3
34002,1/01/1996,1,1996,1,2,3
34003,1/01/1996,1,1996,1,2,4
34004,1/01/1996,1,1996,1,2,1
34004,1/01/1996,1,1996,1,2,3
34006,1/01/1996,1,1996,1,2,2
34006,1/01/1996,1,1996,1,2,3
34006,1/01/1996,1,1996,1,2,3
34006,1/01/1996,1,1996,1,2,3
34006,1/01/1996,1,1996,1,2,7
34008,1/01/1996,1,1996,1,2,1
34012,1/01/1996,1,1996,1,2,1
34012,1/01/1996,1,1996,1,2,1
34012,1/01/1996,1,1996,1,2,3
34012,1/01/1996,1,1996,1,2,4
34012,1/01/1996,1,1996,1,2,4
34012,1/01/1996,1,1996,1,2,4
34012,1/01/1996,1,1996,1,2,4
34012,1/01/1996,1,1996,1,2,4
34019,1/01/1996,1,1996,1,2,3
34026,1/01/1996,1,1996,1,2,1
34026,1/01/1996,1,1996,1,2,2
34026,1/01/1996,1,1996,1,2,2
34026,1/01/1996,1,1996,1,2,3
34026,1/01/1996,1,1996,1,2,3
34026,1/01/1996,1,1996,1,2,4
34026,1/01/1996,1,1996,1,2,4
34026,1/01/1996,1,1996,1,2,5
34028,1/01/1996,1,1996,1,2,4
34031,1/01/1996,1,1996,1,2,3
34031,1/01/1996,1,1996,1,2,4
34032,1/01/1996,1,1996,1,2,4
34039,1/01/1996,1,1996,1,2,2
34039,1/01/1996,1,1996,1,2,4
34039,1/01/1996,1,1996,1,2,4
34045,1/01/1996,1,1996,1,2,4
34046,1/01/1996,1,1996,1,2,1
34046,1/01/1996,1,1996,1,2,2
34046,1/01/1996,1,1996,1,2,2
34046,1/01/1996,1,1996,1,2,3
34046,1/01/1996,1,1996,1,2,4
34046,1/01/1996,1,1996,1,2,4
34046,1/01/1996,1,1996,1,2,5
34046,1/01/1996,1,1996,1,2,7
34046,1/01/1996,1,1996,1,2,10
35007,1/01/1996,1,1996,1,2,4
35018,1/01/1996,1,1996,1,2,2
36026,1/01/1996,1,1996,1,2,2
36032,1/01/1996,1,1996,1,2,2
36043,1/01/1996,1,1996,1,2,2
36043,1/01/1996,1,1996,1,2,2
36043,1/01/1996,1,1996,1,2,2
36043,1/01/1996,1,1996,1,2,2
36043,1/01/1996,1,1996,1,2,3
36043,1/01/1996,1,1996,1,2,5
36043,1/01/1996,1,1996,1,2,5
36047,1/01/1996,1,1996,1,2,3
36047,1/01/1996,1,1996,1,2,5
36047,1/01/1996,1,1996,1,2,5
37059,1/01/1996,1,1996,1,2,5
40019,1/01/1996,1,1996,1,2,1
40028,1/01/1996,1,1996,1,2,5
99009,1/01/1996,1,1996,1,2,3
99020,1/01/1996,1,1996,1,2,4
99020,1/01/1996,1,1996,1,2,4
36011,3/01/1996,1,1996,3,2,1
36030,3/01/1996,1,1996,3,2,2
36030,3/01/1996,1,1996,3,2,2
36043,3/01/1996,1,1996,3,2,1
37010,4/01/1996,1,1996,4,2,2
37047,5/01/1996,1,1996,5,2,2
37015,8/01/1996,1,1996,8,2,3
36011,9/01/1996,1,1996,9,2,1
36011,9/01/1996,1,1996,9,2,1
36011,9/01/1996,1,1996,9,2,3
36032,9/01/1996,1,1996,9,2,1
36032,9/01/1996,1,1996,9,2,1
36032,9/01/1996,1,1996,9,2,1
37059,9/01/1996,1,1996,9,2,2
37059,9/01/1996,1,1996,9,2,2
37059,9/01/1996,1,1996,9,2,5
37059,9/01/1996,1,1996,9,2,5
37059,9/01/1996,1,1996,9,2,5
37049,10/01/1996,1,1996,10,2,2
33019,12/01/1996,1,1996,12,2,1
33019,12/01/1996,1,1996,12,2,2
33019,13/01/1996,1,1996,13,2,1
34006,15/01/1996,1,1996,15,2,7
34035,15/01/1996,1,1996,15,2,4
34018,16/01/1996,1,1996,16,2,1
34042,16/01/1996,1,1996,16,2,10
34001,17/01/1996,1,1996,17,2,2
34001,17/01/1996,1,1996,17,2,2
34001,17/01/1996,1,1996,17,2,10
34013,17/01/1996,1,1996,17,2,1
34013,17/01/1996,1,1996,17,2,4
34013,17/01/1996,1,1996,17,2,11
37014,18/01/1996,1,1996,18,2,5
37051,18/01/1996,1,1996,18,2,4
34026,22/01/1996,1,1996,22,2,1
36011,23/01/1996,1,1996,23,2,2
37022,26/01/1996,1,1996,26,2,3
34006,29/01/1996,1,1996,29,2,10
34012,29/01/1996,1,1996,29,2,2
34018,29/01/1996,1,1996,29,2,1
34022,30/01/1996,1,1996,30,2,4
34006,31/01/1996,1,1996,31,2,4
34002,1/02/1996,2,1996,1,2,4
34006,1/02/1996,2,1996,1,2,5
34032,1/02/1996,2,1996,1,2,2
34035,1/02/1996,2,1996,1,2,1
34035,1/02/1996,2,1996,1,2,4
34038,1/02/1996,2,1996,1,2,1
34038,1/02/1996,2,1996,1,2,1
34038,1/02/1996,2,1996,1,2,1
34038,1/02/1996,2,1996,1,2,2
36043,1/02/1996,2,1996,1,2,1
37031,1/02/1996,2,1996,1,2,2
35045,4/02/1996,2,1996,4,2,2
34006,5/02/1996,2,1996,5,2,5
34020,5/02/1996,2,1996,5,2,1
34035,6/02/1996,2,1996,6,2,5
36033,7/02/1996,2,1996,7,2,1
33004,8/02/1996,2,1996,8,2,1
34006,8/02/1996,2,1996,8,2,1
36030,9/02/1996,2,1996,9,2,1
35042,10/02/1996,2,1996,10,2,4
34019,11/02/1996,2,1996,11,2,4
34020,13/02/1996,2,1996,13,2,4
34022,14/02/1996,2,1996,14,2,1
34022,14/02/1996,2,1996,14,2,2
34022,14/02/1996,2,1996,14,2,2
34022,14/02/1996,2,1996,14,2,2
34022,14/02/1996,2,1996,14,2,4
34022,14/02/1996,2,1996,14,2,5
34022,14/02/1996,2,1996,14,2,9
34022,14/02/1996,2,1996,14,2,9
34022,14/02/1996,2,1996,14,2,10
34026,14/02/1996,2,1996,14,2,1
34026,14/02/1996,2,1996,14,2,4
36043,16/02/1996,2,1996,16,2,7
33019,19/02/1996,2,1996,19,2,1
34006,19/02/1996,2,1996,19,2,7
36024,20/02/1996,2,1996,20,2,5
37015,20/02/1996,2,1996,20,2,4
37015,20/02/1996,2,1996,20,2,5
34032,21/02/1996,2,1996,21,2,3
36011,21/02/1996,2,1996,21,2,5
34020,22/02/1996,2,1996,22,2,1
34020,22/02/1996,2,1996,22,2,1
34020,22/02/1996,2,1996,22,2,1
34020,22/02/1996,2,1996,22,2,1
34020,22/02/1996,2,1996,22,2,1
34020,22/02/1996,2,1996,22,2,1
34020,22/02/1996,2,1996,22,2,1
34020,22/02/1996,2,1996,22,2,2
34020,22/02/1996,2,1996,22,2,2
34020,22/02/1996,2,1996,22,2,2
34020,22/02/1996,2,1996,22,2,3
34020,22/02/1996,2,1996,22,2,3
34020,22/02/1996,2,1996,22,2,6
34020,22/02/1996,2,1996,22,2,7
34020,22/02/1996,2,1996,22,2,9
34020,22/02/1996,2,1996,22,2,9
34006,23/02/1996,2,1996,23,2,4
34032,26/02/1996,2,1996,26,2,4
34006,27/02/1996,2,1996,27,2,8
34020,29/02/1996,2,1996,29,2,3
34025,29/02/1996,2,1996,29,2,1
34046,1/03/1996,3,1996,1,1,3
36025,1/03/1996,3,1996,1,1,2
36025,1/03/1996,3,1996,1,1,3
36025,1/03/1996,3,1996,1,1,7
36030,1/03/1996,3,1996,1,1,9
36043,1/03/1996,3,1996,1,1,3
37047,1/03/1996,3,1996,1,1,2
37047,1/03/1996,3,1996,1,1,2
37047,1/03/1996,3,1996,1,1,2
34003,2/03/1996,3,1996,2,1,1
34003,2/03/1996,3,1996,2,1,2
34003,2/03/1996,3,1996,2,1,2
34003,2/03/1996,3,1996,2,1,2
34003,2/03/1996,3,1996,2,1,2
34045,2/03/1996,3,1996,2,1,1
34045,2/03/1996,3,1996,2,1,2
34046,2/03/1996,3,1996,2,1,1
34005,6/03/1996,3,1996,6,1,1
36008,6/03/1996,3,1996,6,1,2
34002,7/03/1996,3,1996,7,1,1
34002,7/03/1996,3,1996,7,1,1
34002,7/03/1996,3,1996,7,1,1
34002,7/03/1996,3,1996,7,1,1
34002,7/03/1996,3,1996,7,1,1
34002,7/03/1996,3,1996,7,1,1
34002,7/03/1996,3,1996,7,1,1
34002,7/03/1996,3,1996,7,1,2
34002,7/03/1996,3,1996,7,1,2
34002,7/03/1996,3,1996,7,1,2
34002,7/03/1996,3,1996,7,1,2
34002,7/03/1996,3,1996,7,1,2
34002,7/03/1996,3,1996,7,1,5
34002,7/03/1996,3,1996,7,1,5
34002,7/03/1996,3,1996,7,1,5
34002,7/03/1996,3,1996,7,1,6
34005,7/03/1996,3,1996,7,1,1
40032,9/03/1996,3,1996,9,1,2
34002,10/03/1996,3,1996,10,1,4
34045,11/03/1996,3,1996,11,1,1
37051,12/03/1996,3,1996,12,1,2
34005,13/03/1996,3,1996,13,1,1
34005,13/03/1996,3,1996,13,1,1
34005,13/03/1996,3,1996,13,1,1
34005,13/03/1996,3,1996,13,1,1
40032,13/03/1996,3,1996,13,1,1
34013,14/03/1996,3,1996,14,1,1
34013,14/03/1996,3,1996,14,1,1
37040,14/03/1996,3,1996,14,1,1
37057,14/03/1996,3,1996,14,1,2
37059,16/03/1996,3,1996,16,1,3
99019,17/03/1996,3,1996,17,1,2
34006,18/03/1996,3,1996,18,1,5
34028,18/03/1996,3,1996,18,1,4
40003,18/03/1996,3,1996,18,1,2
34032,19/03/1996,3,1996,19,1,1
34035,20/03/1996,3,1996,20,1,5
34013,22/03/1996,3,1996,22,1,2
34005,23/03/1996,3,1996,23,1,2
34032,23/03/1996,3,1996,23,1,1
34032,23/03/1996,3,1996,23,1,3
34004,25/03/1996,3,1996,25,1,2
34042,26/03/1996,3,1996,26,1,5
99007,26/03/1996,3,1996,26,1,2
34032,28/03/1996,3,1996,28,1,2
34042,28/03/1996,3,1996,28,1,5
37031,28/03/1996,3,1996,28,1,2
37051,28/03/1996,3,1996,28,1,2
34045,30/03/1996,3,1996,30,1,1
34028,1/04/1996,4,1996,1,1,1
34046,1/04/1996,4,1996,1,1,4
36024,1/04/1996,4,1996,1,1,2
36030,1/04/1996,4,1996,1,1,1
37057,1/04/1996,4,1996,1,1,2
34026,2/04/1996,4,1996,2,1,2
34003,3/04/1996,4,1996,3,1,1
34005,3/04/1996,4,1996,3,1,1
37033,3/04/1996,4,1996,3,1,5
37012,5/04/1996,4,1996,5,1,1
34005,9/04/1996,4,1996,9,1,1
34045,9/04/1996,4,1996,9,1,3
34006,11/04/1996,4,1996,11,1,7
36008,12/04/1996,4,1996,12,1,1
37044,12/04/1996,4,1996,12,1,3
34001,15/04/1996,4,1996,15,1,2
34003,15/04/1996,4,1996,15,1,1
34003,15/04/1996,4,1996,15,1,1
34003,15/04/1996,4,1996,15,1,1
34005,15/04/1996,4,1996,15,1,1
34005,15/04/1996,4,1996,15,1,1
34006,15/04/1996,4,1996,15,1,1
34028,15/04/1996,4,1996,15,1,1
34028,15/04/1996,4,1996,15,1,1
34028,15/04/1996,4,1996,15,1,2
34028,15/04/1996,4,1996,15,1,2
34028,15/04/1996,4,1996,15,1,3
34028,15/04/1996,4,1996,15,1,4
34028,15/04/1996,4,1996,15,1,4
34028,15/04/1996,4,1996,15,1,4
34045,15/04/1996,4,1996,15,1,1
34045,15/04/1996,4,1996,15,1,2
34046,15/04/1996,4,1996,15,1,1
34046,15/04/1996,4,1996,15,1,2
