Municipality,Date,Month,Year,DayOfTheMonth,Season,Acc_code
37036,1/02/2003,2,2003,1,2,2
40028,1/02/2003,2,2003,1,2,5
40046,4/02/2003,2,2003,4,2,9
37022,5/02/2003,2,2003,5,2,1
40028,6/02/2003,2,2003,6,2,7
35016,7/02/2003,2,2003,7,2,7
37010,7/02/2003,2,2003,7,2,2
40028,7/02/2003,2,2003,7,2,5
40046,14/02/2003,2,2003,14,2,3
37041,17/02/2003,2,2003,17,2,1
40001,21/02/2003,2,2003,21,2,1
40001,21/02/2003,2,2003,21,2,1
40046,28/02/2003,2,2003,28,2,2
37047,1/03/2003,3,2003,1,1,2
40009,1/03/2003,3,2003,1,1,7
37031,2/03/2003,3,2003,2,1,2
34024,4/03/2003,3,2003,4,1,2
37047,4/03/2003,3,2003,4,1,3
34012,5/03/2003,3,2003,5,1,3
37034,5/03/2003,3,2003,5,1,1
40019,5/03/2003,3,2003,5,1,1
37022,7/03/2003,3,2003,7,1,1
40005,9/03/2003,3,2003,9,1,3
40009,11/03/2003,3,2003,11,1,7
40050,11/03/2003,3,2003,11,1,5
40020,13/03/2003,3,2003,13,1,1
39004,14/03/2003,3,2003,14,1,5
39004,14/03/2003,3,2003,14,1,5
40050,17/03/2003,3,2003,17,1,3
35003,22/03/2003,3,2003,22,1,7
37057,25/03/2003,3,2003,25,1,2
40046,28/03/2003,3,2003,28,1,2
37059,1/04/2003,4,2003,1,1,1
34017,8/04/2003,4,2003,8,1,4
36016,9/04/2003,4,2003,9,1,2
35018,15/04/2003,4,2003,15,1,7
37057,21/04/2003,4,2003,21,1,1
37034,24/04/2003,4,2003,24,1,2
36029,30/04/2003,4,2003,30,1,1
37027,1/05/2003,5,2003,1,1,2
37036,1/05/2003,5,2003,1,1,1
37047,5/05/2003,5,2003,5,1,10
36017,20/05/2003,5,2003,20,1,2
37034,27/05/2003,5,2003,27,1,2
37034,27/05/2003,5,2003,27,1,3
37051,27/05/2003,5,2003,27,1,2
37034,30/05/2003,5,2003,30,1,3
35003,10/06/2003,6,2003,10,3,5
40050,12/06/2003,6,2003,12,3,1
33043,27/06/2003,6,2003,27,3,1
37047,1/07/2003,7,2003,1,3,3
37049,1/07/2003,7,2003,1,3,1
37059,1/07/2003,7,2003,1,3,2
37040,2/07/2003,7,2003,2,3,1
37041,16/07/2003,7,2003,16,3,1
37041,18/07/2003,7,2003,18,3,2
40020,18/07/2003,7,2003,18,3,5
34019,26/07/2003,7,2003,26,3,4
33004,29/07/2003,7,2003,29,3,1
37022,1/08/2003,8,2003,1,3,1
37031,1/08/2003,8,2003,1,3,4
34018,11/08/2003,8,2003,11,3,3
34017,22/08/2003,8,2003,22,3,6
37010,1/09/2003,9,2003,1,4,3
40050,1/09/2003,9,2003,1,4,1
35041,9/09/2003,9,2003,9,4,7
34022,12/09/2003,9,2003,12,4,2
36020,15/09/2003,9,2003,15,4,2
36025,1/10/2003,10,2003,1,4,4
33004,24/10/2003,10,2003,24,4,5
37010,1/11/2003,11,2003,1,4,1
37010,1/11/2003,11,2003,1,4,1
39004,1/11/2003,11,2003,1,4,9
37051,5/11/2003,11,2003,5,4,3
36018,7/11/2003,11,2003,7,4,4
37047,7/11/2003,11,2003,7,4,3
37027,8/11/2003,11,2003,8,4,2
37029,8/11/2003,11,2003,8,4,2
37049,8/11/2003,11,2003,8,4,2
34024,11/11/2003,11,2003,11,4,1
34038,14/11/2003,11,2003,14,4,3
40046,15/11/2003,11,2003,15,4,1
34012,20/11/2003,11,2003,20,4,4
37042,25/11/2003,11,2003,25,4,2
37042,25/11/2003,11,2003,25,4,2
35014,27/11/2003,11,2003,27,4,5
37058,27/11/2003,11,2003,27,4,2
35003,1/12/2003,12,2003,1,2,5
35019,1/12/2003,12,2003,1,2,7
37031,1/12/2003,12,2003,1,2,9
40028,3/12/2003,12,2003,3,2,1
40044,4/12/2003,12,2003,4,2,1
34006,6/12/2003,12,2003,6,2,4
37042,16/12/2003,12,2003,16,2,2
34006,30/12/2003,12,2003,30,2,4
34006,1/01/2004,1,2004,1,2,2
34011,1/01/2004,1,2004,1,2,2
34012,1/01/2004,1,2004,1,2,3
34022,1/01/2004,1,2004,1,2,3
34024,1/01/2004,1,2004,1,2,1
34038,1/01/2004,1,2004,1,2,1
34039,1/01/2004,1,2004,1,2,2
34046,1/01/2004,1,2004,1,2,3
34046,1/01/2004,1,2004,1,2,6
35003,1/01/2004,1,2004,1,2,2
35018,1/01/2004,1,2004,1,2,1
35018,1/01/2004,1,2004,1,2,1
35018,1/01/2004,1,2004,1,2,1
35018,1/01/2004,1,2004,1,2,1
35018,1/01/2004,1,2004,1,2,2
35045,1/01/2004,1,2004,1,2,1
35045,1/01/2004,1,2004,1,2,2
35045,1/01/2004,1,2004,1,2,4
36008,1/01/2004,1,2004,1,2,1
36011,1/01/2004,1,2004,1,2,1
36011,1/01/2004,1,2004,1,2,4
36014,1/01/2004,1,2004,1,2,1
36014,1/01/2004,1,2004,1,2,2
36016,1/01/2004,1,2004,1,2,1
36016,1/01/2004,1,2004,1,2,1
36016,1/01/2004,1,2004,1,2,1
36016,1/01/2004,1,2004,1,2,1
36016,1/01/2004,1,2004,1,2,2
36018,1/01/2004,1,2004,1,2,2
36018,1/01/2004,1,2004,1,2,6
36019,1/01/2004,1,2004,1,2,2
36025,1/01/2004,1,2004,1,2,1
36025,1/01/2004,1,2004,1,2,1
36025,1/01/2004,1,2004,1,2,2
36025,1/01/2004,1,2004,1,2,3
36025,1/01/2004,1,2004,1,2,3
36025,1/01/2004,1,2004,1,2,4
36025,1/01/2004,1,2004,1,2,9
36026,1/01/2004,1,2004,1,2,3
36026,1/01/2004,1,2004,1,2,4
36026,1/01/2004,1,2004,1,2,10
36029,1/01/2004,1,2004,1,2,1
36029,1/01/2004,1,2004,1,2,4
36031,1/01/2004,1,2004,1,2,2
36031,1/01/2004,1,2004,1,2,2
36032,1/01/2004,1,2004,1,2,1
36032,1/01/2004,1,2004,1,2,2
36032,1/01/2004,1,2004,1,2,2
36032,1/01/2004,1,2004,1,2,2
36033,1/01/2004,1,2004,1,2,1
36035,1/01/2004,1,2004,1,2,2
36035,1/01/2004,1,2004,1,2,2
36035,1/01/2004,1,2004,1,2,4
36035,1/01/2004,1,2004,1,2,4
36035,1/01/2004,1,2004,1,2,6
36042,1/01/2004,1,2004,1,2,3
37006,1/01/2004,1,2004,1,2,4
37033,1/01/2004,1,2004,1,2,10
37054,1/01/2004,1,2004,1,2,1
39004,1/01/2004,1,2004,1,2,2
34005,14/01/2004,1,2004,14,2,3
33016,16/01/2004,1,2004,16,2,1
34040,17/01/2004,1,2004,17,2,4
35003,19/01/2004,1,2004,19,2,7
36026,19/01/2004,1,2004,19,2,2
40019,26/01/2004,1,2004,26,2,1
34022,27/01/2004,1,2004,27,2,2
36029,27/01/2004,1,2004,27,2,7
40022,30/01/2004,1,2004,30,2,9
34022,1/02/2004,2,2004,1,2,2
36020,1/02/2004,2,2004,1,2,2
34022,10/02/2004,2,2004,10,2,2
34022,10/02/2004,2,2004,10,2,2
34022,10/02/2004,2,2004,10,2,2
34022,11/02/2004,2,2004,11,2,2
36017,11/02/2004,2,2004,11,2,2
37022,11/02/2004,2,2004,11,2,2
34019,16/02/2004,2,2004,16,2,4
34006,23/02/2004,2,2004,23,2,6
35018,24/02/2004,2,2004,24,2,2
36016,27/02/2004,2,2004,27,2,1
40019,27/02/2004,2,2004,27,2,1
35018,28/02/2004,2,2004,28,2,1
35018,29/02/2004,2,2004,29,2,7
34006,1/03/2004,3,2004,1,1,2
34024,1/03/2004,3,2004,1,1,1
34024,1/03/2004,3,2004,1,1,1
34024,1/03/2004,3,2004,1,1,2
34024,1/03/2004,3,2004,1,1,2
34024,1/03/2004,3,2004,1,1,3
34024,1/03/2004,3,2004,1,1,3
34024,1/03/2004,3,2004,1,1,3
34024,1/03/2004,3,2004,1,1,3
34024,1/03/2004,3,2004,1,1,3
34024,1/03/2004,3,2004,1,1,3
34024,1/03/2004,3,2004,1,1,4
34024,1/03/2004,3,2004,1,1,9
34025,1/03/2004,3,2004,1,1,4
34025,1/03/2004,3,2004,1,1,4
34025,1/03/2004,3,2004,1,1,6
34025,1/03/2004,3,2004,1,1,6
34028,1/03/2004,3,2004,1,1,4
37040,1/03/2004,3,2004,1,1,5
37042,1/03/2004,3,2004,1,1,1
37042,1/03/2004,3,2004,1,1,2
37047,1/03/2004,3,2004,1,1,3
37047,1/03/2004,3,2004,1,1,5
37047,1/03/2004,3,2004,1,1,8
37057,1/03/2004,3,2004,1,1,2
37058,1/03/2004,3,2004,1,1,1
37058,1/03/2004,3,2004,1,1,1
37058,1/03/2004,3,2004,1,1,1
37058,1/03/2004,3,2004,1,1,2
37058,1/03/2004,3,2004,1,1,2
37058,1/03/2004,3,2004,1,1,3
39015,1/03/2004,3,2004,1,1,7
36016,3/03/2004,3,2004,3,1,2
37047,5/03/2004,3,2004,5,1,3
37047,5/03/2004,3,2004,5,1,5
37047,5/03/2004,3,2004,5,1,6
37047,5/03/2004,3,2004,5,1,7
34018,8/03/2004,3,2004,8,1,4
34026,8/03/2004,3,2004,8,1,1
34026,8/03/2004,3,2004,8,1,1
37006,8/03/2004,3,2004,8,1,2
37027,8/03/2004,3,2004,8,1,2
37059,8/03/2004,3,2004,8,1,1
37059,8/03/2004,3,2004,8,1,2
36032,9/03/2004,3,2004,9,1,1
37042,10/03/2004,3,2004,10,1,2
40003,10/03/2004,3,2004,10,1,1
36016,11/03/2004,3,2004,11,1,1
37014,11/03/2004,3,2004,11,1,1
37043,11/03/2004,3,2004,11,1,1
37047,11/03/2004,3,2004,11,1,2
37047,11/03/2004,3,2004,11,1,2
37047,11/03/2004,3,2004,11,1,3
37047,11/03/2004,3,2004,11,1,3
37047,11/03/2004,3,2004,11,1,4
37054,11/03/2004,3,2004,11,1,1
37059,11/03/2004,3,2004,11,1,2
35003,12/03/2004,3,2004,12,1,3
36016,12/03/2004,3,2004,12,1,4
36024,12/03/2004,3,2004,12,1,11
37025,12/03/2004,3,2004,12,1,2
37043,12/03/2004,3,2004,12,1,1
37046,12/03/2004,3,2004,12,1,1
37046,12/03/2004,3,2004,12,1,1
37047,12/03/2004,3,2004,12,1,2
37057,12/03/2004,3,2004,12,1,2
39004,12/03/2004,3,2004,12,1,5
34006,13/03/2004,3,2004,13,1,6
36016,13/03/2004,3,2004,13,1,2
40011,13/03/2004,3,2004,13,1,3
40049,14/03/2004,3,2004,14,1,1
35011,15/03/2004,3,2004,15,1,2
36014,15/03/2004,3,2004,15,1,1
36014,15/03/2004,3,2004,15,1,1
36014,15/03/2004,3,2004,15,1,3
37020,15/03/2004,3,2004,15,1,1
37020,15/03/2004,3,2004,15,1,1
37051,15/03/2004,3,2004,15,1,2
37057,15/03/2004,3,2004,15,1,2
37057,15/03/2004,3,2004,15,1,7
39004,15/03/2004,3,2004,15,1,2
39004,15/03/2004,3,2004,15,1,5
35041,16/03/2004,3,2004,16,1,3
36033,16/03/2004,3,2004,16,1,3
37046,16/03/2004,3,2004,16,1,2
36016,17/03/2004,3,2004,17,1,2
33005,18/03/2004,3,2004,18,1,1
34045,18/03/2004,3,2004,18,1,3
37022,22/03/2004,3,2004,22,1,2
36017,23/03/2004,3,2004,23,1,1
37020,23/03/2004,3,2004,23,1,1
37044,23/03/2004,3,2004,23,1,2
37047,23/03/2004,3,2004,23,1,3
37057,23/03/2004,3,2004,23,1,1
37057,23/03/2004,3,2004,23,1,1
37057,23/03/2004,3,2004,23,1,2
37057,23/03/2004,3,2004,23,1,2
37057,23/03/2004,3,2004,23,1,2
37057,23/03/2004,3,2004,23,1,2
37057,23/03/2004,3,2004,23,1,3
37057,23/03/2004,3,2004,23,1,7
37057,23/03/2004,3,2004,23,1,9
36025,26/03/2004,3,2004,26,1,1
37036,26/03/2004,3,2004,26,1,2
37036,26/03/2004,3,2004,26,1,2
39015,27/03/2004,3,2004,27,1,5
34026,29/03/2004,3,2004,29,1,1
36029,29/03/2004,3,2004,29,1,11
34042,31/03/2004,3,2004,31,1,6
34004,1/04/2004,4,2004,1,1,4
36025,1/04/2004,4,2004,1,1,1
36025,1/04/2004,4,2004,1,1,3
36025,1/04/2004,4,2004,1,1,3
36025,1/04/2004,4,2004,1,1,3
36025,1/04/2004,4,2004,1,1,3
36025,1/04/2004,4,2004,1,1,5
36025,1/04/2004,4,2004,1,1,6
36025,1/04/2004,4,2004,1,1,7
36025,1/04/2004,4,2004,1,1,9
36029,1/04/2004,4,2004,1,1,2
37013,1/04/2004,4,2004,1,1,1
37015,1/04/2004,4,2004,1,1,2
37041,1/04/2004,4,2004,1,1,2
37044,1/04/2004,4,2004,1,1,2
37057,1/04/2004,4,2004,1,1,2
37059,1/04/2004,4,2004,1,1,2
37059,1/04/2004,4,2004,1,1,2
37059,1/04/2004,4,2004,1,1,2
37059,1/04/2004,4,2004,1,1,2
37059,1/04/2004,4,2004,1,1,2
40019,1/04/2004,4,2004,1,1,1
34024,2/04/2004,4,2004,2,1,3
34022,3/04/2004,4,2004,3,1,4
36020,5/04/2004,4,2004,5,1,1
36026,5/04/2004,4,2004,5,1,1
36031,5/04/2004,4,2004,5,1,2
36032,5/04/2004,4,2004,5,1,2
36043,5/04/2004,4,2004,5,1,6
37057,6/04/2004,4,2004,6,1,7
37059,7/04/2004,4,2004,7,1,2
37027,9/04/2004,4,2004,9,1,2
37059,9/04/2004,4,2004,9,1,2
36033,13/04/2004,4,2004,13,1,5
34024,16/04/2004,4,2004,16,1,10
34004,19/04/2004,4,2004,19,1,3
35003,19/04/2004,4,2004,19,1,10
34039,20/04/2004,4,2004,20,1,10
39004,20/04/2004,4,2004,20,1,5
37022,21/04/2004,4,2004,21,1,2
36011,23/04/2004,4,2004,23,1,2
36026,23/04/2004,4,2004,23,1,2
39004,25/04/2004,4,2004,25,1,5
34026,26/04/2004,4,2004,26,1,2
34020,1/05/2004,5,2004,1,1,1
34020,1/05/2004,5,2004,1,1,3
34020,1/05/2004,5,2004,1,1,3
34020,1/05/2004,5,2004,1,1,11
34020,1/05/2004,5,2004,1,1,11
37041,1/05/2004,5,2004,1,1,2
34017,3/05/2004,5,2004,3,1,4
36018,3/05/2004,5,2004,3,1,1
36029,3/05/2004,5,2004,3,1,2
34031,4/05/2004,5,2004,4,1,6
34024,5/05/2004,5,2004,5,1,3
36011,5/05/2004,5,2004,5,1,4
34045,6/05/2004,5,2004,6,1,6
36014,6/05/2004,5,2004,6,1,9
36014,6/05/2004,5,2004,6,1,10
36025,6/05/2004,5,2004,6,1,1
36025,6/05/2004,5,2004,6,1,1
37041,7/05/2004,5,2004,7,1,1
37041,7/05/2004,5,2004,7,1,2
37041,7/05/2004,5,2004,7,1,2
37041,7/05/2004,5,2004,7,1,2
37041,7/05/2004,5,2004,7,1,2
37036,10/05/2004,5,2004,10,1,2
37058,11/05/2004,5,2004,11,1,2
36031,13/05/2004,5,2004,13,1,1
34026,21/05/2004,5,2004,21,1,6
34028,22/05/2004,5,2004,22,1,5
36035,12/06/2004,6,2004,12,3,4
34002,22/06/2004,6,2004,22,3,4
34022,10/07/2004,7,2004,10,3,4
36035,24/07/2004,7,2004,24,3,4
36024,27/07/2004,7,2004,27,3,2
39005,28/07/2004,7,2004,28,3,1
39005,30/07/2004,7,2004,30,3,9
40020,9/08/2004,8,2004,9,3,1
36042,10/08/2004,8,2004,10,3,2
34038,16/08/2004,8,2004,16,3,6
36019,20/08/2004,8,2004,20,3,1
40032,21/08/2004,8,2004,21,3,3
40033,25/08/2004,8,2004,25,3,1
36032,1/09/2004,9,2004,1,4,1
36032,1/09/2004,9,2004,1,4,1
36032,1/09/2004,9,2004,1,4,2
36032,1/09/2004,9,2004,1,4,2
34045,6/09/2004,9,2004,6,4,4
36026,13/09/2004,9,2004,13,4,11
36011,15/09/2004,9,2004,15,4,7
36024,15/09/2004,9,2004,15,4,2
36025,15/09/2004,9,2004,15,4,1
36025,15/09/2004,9,2004,15,4,3
34018,16/09/2004,9,2004,16,4,3
34018,16/09/2004,9,2004,16,4,3
36014,16/09/2004,9,2004,16,4,1
36016,16/09/2004,9,2004,16,4,1
36016,16/09/2004,9,2004,16,4,2
36025,16/09/2004,9,2004,16,4,4
36035,16/09/2004,9,2004,16,4,1
36035,16/09/2004,9,2004,16,4,2
36035,16/09/2004,9,2004,16,4,4
36035,16/09/2004,9,2004,16,4,11
36043,16/09/2004,9,2004,16,4,2
36029,17/09/2004,9,2004,17,4,2
36029,17/09/2004,9,2004,17,4,2
36029,17/09/2004,9,2004,17,4,11
36032,17/09/2004,9,2004,17,4,4
36031,20/09/2004,9,2004,20,4,2
37033,21/09/2004,9,2004,21,4,2
36016,22/09/2004,9,2004,22,4,1
36030,22/09/2004,9,2004,22,4,2
36024,23/09/2004,9,2004,23,4,2
36011,24/09/2004,9,2004,24,4,3
35018,28/09/2004,9,2004,28,4,3
34004,29/09/2004,9,2004,29,4,4
33028,1/10/2004,10,2004,1,4,2
34004,4/10/2004,10,2004,4,4,2
40009,6/10/2004,10,2004,6,4,10
40009,8/10/2004,10,2004,8,4,2
40032,8/10/2004,10,2004,8,4,4
39004,20/10/2004,10,2004,20,4,2
36043,28/10/2004,10,2004,28,4,2
36043,28/10/2004,10,2004,28,4,2
36043,28/10/2004,10,2004,28,4,11
36031,30/10/2004,10,2004,30,4,1
36031,30/10/2004,10,2004,30,4,4
36031,30/10/2004,10,2004,30,4,11
36014,1/11/2004,11,2004,1,4,1
36017,1/11/2004,11,2004,1,4,1
36024,1/11/2004,11,2004,1,4,1
36016,2/11/2004,11,2004,2,4,1
36026,2/11/2004,11,2004,2,4,1
36026,2/11/2004,11,2004,2,4,1
36026,2/11/2004,11,2004,2,4,1
36026,2/11/2004,11,2004,2,4,11
36029,2/11/2004,11,2004,2,4,11
36014,3/11/2004,11,2004,3,4,1
36014,3/11/2004,11,2004,3,4,1
36014,3/11/2004,11,2004,3,4,4
36024,3/11/2004,11,2004,3,4,1
36032,4/11/2004,11,2004,4,4,6
36032,4/11/2004,11,2004,4,4,9
36043,4/11/2004,11,2004,4,4,11
36017,12/11/2004,11,2004,12,4,1
40001,13/11/2004,11,2004,13,4,1
36025,15/11/2004,11,2004,15,4,9
36026,15/11/2004,11,2004,15,4,4
33036,20/11/2004,11,2004,20,4,2
36014,24/11/2004,11,2004,24,4,11
36016,24/11/2004,11,2004,24,4,1
36016,24/11/2004,11,2004,24,4,2
36017,24/11/2004,11,2004,24,4,11
36025,24/11/2004,11,2004,24,4,1
36026,24/11/2004,11,2004,24,4,6
36031,24/11/2004,11,2004,24,4,1
36031,24/11/2004,11,2004,24,4,4
36042,24/11/2004,11,2004,24,4,2
36042,24/11/2004,11,2004,24,4,10
36047,24/11/2004,11,2004,24,4,2
36047,24/11/2004,11,2004,24,4,2
36016,25/11/2004,11,2004,25,4,1
34006,29/11/2004,11,2004,29,4,4
33036,1/12/2004,12,2004,1,2,2
35018,1/12/2004,12,2004,1,2,1
37010,1/12/2004,12,2004,1,2,2
37010,1/12/2004,12,2004,1,2,2
37031,1/12/2004,12,2004,1,2,2
40046,1/12/2004,12,2004,1,2,2
40001,3/12/2004,12,2004,3,2,1
39004,4/12/2004,12,2004,4,2,5
34002,6/12/2004,12,2004,6,2,3
36030,6/12/2004,12,2004,6,2,4
36011,7/12/2004,12,2004,7,2,4
33016,17/12/2004,12,2004,17,2,2
37013,22/12/2004,12,2004,22,2,2
34017,28/12/2004,12,2004,28,2,1
36025,29/12/2004,12,2004,29,2,4
36025,30/12/2004,12,2004,30,2,1
34002,1/01/2005,1,2005,1,2,3
34035,1/01/2005,1,2005,1,2,2
34035,1/01/2005,1,2005,1,2,2
35041,1/01/2005,1,2005,1,2,1
36011,1/01/2005,1,2005,1,2,3
36016,1/01/2005,1,2005,1,2,2
36016,1/01/2005,1,2005,1,2,2
36017,1/01/2005,1,2005,1,2,1
36017,1/01/2005,1,2005,1,2,1
36019,1/01/2005,1,2005,1,2,3
36024,1/01/2005,1,2005,1,2,9
36025,1/01/2005,1,2005,1,2,2
36025,1/01/2005,1,2005,1,2,2
36025,1/01/2005,1,2005,1,2,4
36025,1/01/2005,1,2005,1,2,11
36026,1/01/2005,1,2005,1,2,1
36026,1/01/2005,1,2005,1,2,1
36026,1/01/2005,1,2005,1,2,3
36029,1/01/2005,1,2005,1,2,1
36029,1/01/2005,1,2005,1,2,2
36031,1/01/2005,1,2005,1,2,1
36032,1/01/2005,1,2005,1,2,1
36032,1/01/2005,1,2005,1,2,1
36032,1/01/2005,1,2005,1,2,2
36032,1/01/2005,1,2005,1,2,2
36032,1/01/2005,1,2005,1,2,3
36035,1/01/2005,1,2005,1,2,1
36035,1/01/2005,1,2005,1,2,1
36042,1/01/2005,1,2005,1,2,3
36042,1/01/2005,1,2005,1,2,11
36047,1/01/2005,1,2005,1,2,3
36047,1/01/2005,1,2005,1,2,11
37031,1/01/2005,1,2005,1,2,2
40037,1/01/2005,1,2005,1,2,3
40037,1/01/2005,1,2005,1,2,3
34040,4/01/2005,1,2005,4,2,4
40043,5/01/2005,1,2005,5,2,2
34035,12/01/2005,1,2005,12,2,5
37013,19/01/2005,1,2005,19,2,2
36025,3/02/2005,2,2005,3,2,1
34012,7/02/2005,2,2005,7,2,3
36017,7/02/2005,2,2005,7,2,2
36024,7/02/2005,2,2005,7,2,2
35018,8/02/2005,2,2005,8,2,9
33043,28/02/2005,2,2005,28,2,3
35018,1/03/2005,3,2005,1,1,2
36011,1/03/2005,3,2005,1,1,4
36016,1/03/2005,3,2005,1,1,2
36025,1/03/2005,3,2005,1,1,2
40031,1/03/2005,3,2005,1,1,2
33043,3/03/2005,3,2005,3,1,4
40019,6/03/2005,3,2005,6,1,3
40009,7/03/2005,3,2005,7,1,3
40031,8/03/2005,3,2005,8,1,5
36011,11/03/2005,3,2005,11,1,3
36032,12/03/2005,3,2005,12,1,1
37044,12/03/2005,3,2005,12,1,2
40022,12/03/2005,3,2005,12,1,3
37013,16/03/2005,3,2005,16,1,2
36018,17/03/2005,3,2005,17,1,3
36016,19/03/2005,3,2005,19,1,1
36016,19/03/2005,3,2005,19,1,1
36024,19/03/2005,3,2005,19,1,3
36024,19/03/2005,3,2005,19,1,5
37044,21/03/2005,3,2005,21,1,2
36031,25/03/2005,3,2005,25,1,3
40031,25/03/2005,3,2005,25,1,1
36032,26/03/2005,3,2005,26,1,1
40031,27/03/2005,3,2005,27,1,3
34024,1/04/2005,4,2005,1,1,2
34024,1/04/2005,4,2005,1,1,2
34039,1/04/2005,4,2005,1,1,4
36016,1/04/2005,4,2005,1,1,5
36026,1/04/2005,4,2005,1,1,3
37034,1/04/2005,4,2005,1,1,2
37034,1/04/2005,4,2005,1,1,2
37034,1/04/2005,4,2005,1,1,2
39005,1/04/2005,4,2005,1,1,2
40022,1/04/2005,4,2005,1,1,3
40033,1/04/2005,4,2005,1,1,7
40033,1/04/2005,4,2005,1,1,9
40043,1/04/2005,4,2005,1,1,1
39004,3/04/2005,4,2005,3,1,5
39004,4/04/2005,4,2005,4,1,2
36025,5/04/2005,4,2005,5,1,2
33028,9/04/2005,4,2005,9,1,4
33044,9/04/2005,4,2005,9,1,2
34019,9/04/2005,4,2005,9,1,4
34022,9/04/2005,4,2005,9,1,2
35042,9/04/2005,4,2005,9,1,1
36047,9/04/2005,4,2005,9,1,3
39005,10/04/2005,4,2005,10,1,2
99020,10/04/2005,4,2005,10,1,7
99020,10/04/2005,4,2005,10,1,7
35011,11/04/2005,4,2005,11,1,2
35011,11/04/2005,4,2005,11,1,9
35018,11/04/2005,4,2005,11,1,1
35018,11/04/2005,4,2005,11,1,3
36017,11/04/2005,4,2005,11,1,1
36017,11/04/2005,4,2005,11,1,1
36017,11/04/2005,4,2005,11,1,1
36025,11/04/2005,4,2005,11,1,1
36026,11/04/2005,4,2005,11,1,1
36026,11/04/2005,4,2005,11,1,1
36026,11/04/2005,4,2005,11,1,2
36026,11/04/2005,4,2005,11,1,5
39004,11/04/2005,4,2005,11,1,1
39005,11/04/2005,4,2005,11,1,2
40011,11/04/2005,4,2005,11,1,8
40011,11/04/2005,4,2005,11,1,9
40014,11/04/2005,4,2005,11,1,1
40014,11/04/2005,4,2005,11,1,2
40036,11/04/2005,4,2005,11,1,1
40036,11/04/2005,4,2005,11,1,1
40036,11/04/2005,4,2005,11,1,1
40036,11/04/2005,4,2005,11,1,2
40036,11/04/2005,4,2005,11,1,2
40036,11/04/2005,4,2005,11,1,2
40036,11/04/2005,4,2005,11,1,9
40037,11/04/2005,4,2005,11,1,1
40037,11/04/2005,4,2005,11,1,1
40049,11/04/2005,4,2005,11,1,1
40049,11/04/2005,4,2005,11,1,1
40049,11/04/2005,4,2005,11,1,1
40049,11/04/2005,4,2005,11,1,2
40049,11/04/2005,4,2005,11,1,4
36020,12/04/2005,4,2005,12,1,3
36029,12/04/2005,4,2005,12,1,1
36029,12/04/2005,4,2005,12,1,1
36029,12/04/2005,4,2005,12,1,2
36031,12/04/2005,4,2005,12,1,2
36031,12/04/2005,4,2005,12,1,2
36031,12/04/2005,4,2005,12,1,11
36032,12/04/2005,4,2005,12,1,1
36032,12/04/2005,4,2005,12,1,2
36032,12/04/2005,4,2005,12,1,3
36032,12/04/2005,4,2005,12,1,4
37007,12/04/2005,4,2005,12,1,2
37057,12/04/2005,4,2005,12,1,2
39005,12/04/2005,4,2005,12,1,1
39005,12/04/2005,4,2005,12,1,9
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,1
40009,12/04/2005,4,2005,12,1,2
40009,12/04/2005,4,2005,12,1,5
40011,12/04/2005,4,2005,12,1,1
40011,12/04/2005,4,2005,12,1,1
40020,12/04/2005,4,2005,12,1,2
40022,12/04/2005,4,2005,12,1,1
40031,12/04/2005,4,2005,12,1,2
40031,12/04/2005,4,2005,12,1,2
40036,12/04/2005,4,2005,12,1,1
40036,12/04/2005,4,2005,12,1,3
40014,13/04/2005,4,2005,13,1,9
37058,14/04/2005,4,2005,14,1,2
37059,14/04/2005,4,2005,14,1,2
35041,15/04/2005,4,2005,15,1,2
37042,15/04/2005,4,2005,15,1,2
39004,16/04/2005,4,2005,16,1,2
39015,16/04/2005,4,2005,16,1,2
39015,16/04/2005,4,2005,16,1,2
39015,16/04/2005,4,2005,16,1,9
40022,16/04/2005,4,2005,16,1,1
40022,16/04/2005,4,2005,16,1,2
40022,16/04/2005,4,2005,16,1,2
36016,18/04/2005,4,2005,18,1,5
40014,18/04/2005,4,2005,18,1,1
34028,19/04/2005,4,2005,19,1,4
36017,19/04/2005,4,2005,19,1,1
36032,22/04/2005,4,2005,22,1,1
37013,22/04/2005,4,2005,22,1,2
37013,22/04/2005,4,2005,22,1,2
37013,22/04/2005,4,2005,22,1,2
37040,26/04/2005,4,2005,26,1,2
40014,26/04/2005,4,2005,26,1,1
33019,27/04/2005,4,2005,27,1,1
33019,27/04/2005,4,2005,27,1,2
33025,7/05/2005,5,2005,7,1,5
36018,7/05/2005,5,2005,7,1,4
36025,27/05/2005,5,2005,27,1,4
36016,28/05/2005,5,2005,28,1,2
33004,30/05/2005,5,2005,30,1,1
33004,30/05/2005,5,2005,30,1,2
36016,6/06/2005,6,2005,6,3,1
33031,3/07/2005,7,2005,3,3,2
99016,8/07/2005,7,2005,8,3,4
36016,10/07/2005,7,2005,10,3,1
36025,10/07/2005,7,2005,10,3,5
36016,11/07/2005,7,2005,11,3,2
36030,23/07/2005,7,2005,23,3,1
